"Species","SpecCode","AutoCtr","StockCode","FamCode","PopLWRef","LengthMin","LengthMax","Type","LmaxCompare","EsQ","Number","Sex","a","aTL","b","CoeffDetermination","SEa","SEb","SDa","SDb","LCLa","UCLa","LCLb","UCLb","Method","SpecimenType","Locality","DataRef","C_Code","Comment","Entered","DateEntered","Modified","DateModified","Expert","DateChecked","TS"
"Dascyllus aruanus",5110,7036,5345,350,26587,2.4,6.5,"FL",NA,NA,105,"unsexed",0.0716,NA,2.635,0.91012,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh","lagoon",26587,"540","Update of estimate in Ref. 5525.",3,1993-06-17,3,1998-05-21,NA,NA,NA
"Dascyllus aruanus",5110,7037,5345,350,26849,2.3,9,"TL",NA,NA,150,"unsexed",0.0289,NA,3.035,0.92544,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh",NA,26849,"638",NA,3,1998-06-17,NA,1998-06-17,NA,NA,NA
"Dascyllus aruanus",5110,7038,5345,350,48600,1.3,10,"TL",NA,NA,770,"unsexed",0.0964,NA,2.333,0.87049,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh","Lakshadweep lagoons, 1993-97",48600,"356",NA,3,2003-09-24,NA,2003-09-24,NA,NA,NA
"Dascyllus aruanus",5110,7039,5345,350,52323,NA,NA,"TL",NA,NA,NA,"mixed",0.0136,NA,2.686,NA,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh","Presumably Philippines.",NA,"608",NA,1,2005-12-12,NA,2005-12-12,NA,NA,NA
"Dascyllus aruanus",5110,7040,5345,350,55787,2.4,6.5,"FL",NA,NA,112,"mixed",0.04151,NA,2.98888,0.89114,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh",NA,55787,"540","Error:  12.9%",1531,2005-12-06,NA,2005-12-06,NA,NA,NA
"Dascyllus reticulatus",5113,7044,5348,350,26587,3.5,8,"FL",NA,NA,15,"unsexed",0.0612,NA,2.747,0.93896,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh",NA,26587,"540",NA,3,1998-05-21,NA,1998-05-21,NA,NA,NA
"Dascyllus reticulatus",5113,7045,5348,350,55787,3.3,8,"FL",NA,NA,16,"mixed",0.03111,NA,3.13271,0.94284,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh",NA,55787,"540","Error:  13.6%",1531,2005-12-06,NA,2005-12-06,NA,NA,NA
"Dascyllus trimaculatus",5112,7041,5347,350,30840,8.2,11.4,"SL",NA,NA,3,"unsexed",0.108,NA,2.75,0.95648,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh",NA,NA,NA,"Estimated from length-weight pairs in the BRAINS table.",1,1999-06-15,3,1999-08-07,NA,NA,NA
"Dascyllus trimaculatus",5112,7042,5347,350,52323,NA,NA,"TL",NA,NA,NA,"mixed",0.0716,NA,2.635,NA,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh","Presumably Philippines.",NA,"608",NA,1,2005-12-12,NA,2005-12-12,NA,NA,NA
"Dascyllus trimaculatus",5112,7043,5347,350,55787,5.5,13.5,"FL",NA,NA,10,"mixed",0.03132,NA,3.04325,0.99401,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh",NA,55787,"540","Error:  5.7%",1531,2005-12-06,NA,2005-12-06,NA,NA,NA
"Dascyllus trimaculatus",5112,47945,5347,NA,126022,7,13.5,"TL",NA,NA,45,"unsexed",0.0721,NA,2.5769,0.962,NA,NA,NA,NA,0.0504000000655651,0.103100001811981,2.42000007629395,2.73399996757507,"type I linear regression",NA,"Gulf of Mannar and Palk Bay / 2018-2019.",NA,NA,NA,65,2022-05-19,NA,2022-05-19,NA,NA,NA
"Epibulus insidiator",5606,7483,5898,362,30504,10.5,27.5,"TL",NA,NA,2,"unsexed",0.01646,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"several L-W pairs with b=3","fresh",NA,NA,NA,"Estimated from length-weight pairs in the BRAINS table.",1,1999-06-15,NA,1999-06-15,NA,NA,NA
"Epibulus insidiator",5606,7484,5898,362,30504,9.3,21,"SL",NA,NA,2,"unsexed",0.02959,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"several L-W pairs with b=3","fresh",NA,NA,NA,"Estimated from length-weight pairs in the BRAINS table.",1,1999-06-15,NA,1999-06-15,NA,NA,NA
"Epibulus insidiator",5606,7485,5898,362,55787,8.7,35,"FL",NA,NA,19,"mixed",0.01614,NA,3.08102,0.97023,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh",NA,55787,"540","Error:  11.6%",1531,2005-12-06,NA,2005-12-06,NA,NA,NA
"Epibulus insidiator",5606,37260,5898,NA,108462,9.5,19,"SL",NA,NA,15,"unsexed",0.0697,NA,2.747,0.973,NA,NA,NA,NA,0.0348000004887581,0.139799997210503,2.47399997711182,3.01999998092651,"Type I linear regression","fresh","Davao Gulf / 2009-2012",NA,"608",NA,65,2016-08-30,NA,2016-08-30,NA,NA,NA
"Epinephelus merra",4923,6885,5156,289,26587,6,25,"TL",NA,NA,213,"unsexed",0.0236,NA,2.824,0.95258,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh","lagoon",26587,"540","Update of estimate in Ref. 5525.",3,1993-06-13,3,1998-05-22,NA,NA,NA
"Epinephelus merra",4923,6886,5156,289,26849,3.9,15.8,"TL",NA,NA,229,"unsexed",0.0096,NA,3.196,0.98208,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh",NA,26849,"638",NA,3,1998-06-17,NA,1998-06-17,NA,NA,NA
"Epinephelus merra",4923,6887,5156,289,48600,7.5,21,"TL",NA,NA,310,"unsexed",0.00493,NA,3.413,0.95844,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh","Lakshadweep lagoons, 1993-97",48600,"356",NA,3,2003-09-24,NA,2003-09-24,NA,NA,NA
"Epinephelus merra",4923,6888,5156,289,55787,5.5,25,"FL",NA,NA,291,"mixed",0.01584,NA,2.96636,0.99002,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh",NA,55787,"540","Error:  9.5%",1531,2005-12-06,NA,2005-12-06,NA,NA,NA
"Epinephelus merra",4923,41949,5156,NA,118794,13.5,28,"TL",NA,NA,61,"unsexed",0.008,NA,3.24,0.954,NA,NA,NA,NA,NA,NA,NA,NA,"Type I linear regression","fresh","Palawan / 1998-2014",118794,"608",NA,2448,2018-10-31,NA,2018-10-31,NA,NA,NA
"Epinephelus merra",4923,46646,5156,NA,125598,15.3,28.9,"FL",NA,NA,259,"unsexed",0.0222,NA,2.89,0.94,NA,NA,NA,NA,0.0167999994009733,0.0294000003486872,2.79999995231628,2.98000001907349,"type I linear regression",NA,"Mariana Archipelago / 2011-2016.",NA,"580",NA,65,2021-12-06,NA,2021-12-06,NA,NA,NA
"Epinephelus merra",4923,46948,5156,NA,125599,14.8,36.5,"FL",NA,NA,137,"unsexed",0.0089,NA,3.18,0.95,NA,NA,NA,NA,0.00600000005215406,0.0132999997586012,3.05999994277954,3.30999994277954,"type I linear regression",NA,"2010-2015",NA,"016",NA,65,2022-02-09,NA,2022-02-09,NA,NA,NA
"Epinephelus merra",4923,48171,5156,NA,126304,10,30.2,"FL",NA,NA,212,"unsexed",0.009,NA,3.122,0.952,NA,NA,NA,NA,0.00700000021606684,0.0120000001043081,3.02099990844727,3.22199988365173,"type I linear regression",NA,"Gilbert island archipelago / 2013-2020.",NA,"296",NA,65,2022-06-08,NA,2022-06-08,NA,NA,NA
"Forcipiger flavissimus",5584,7445,5874,343,30504,13.6,15.3,"TL",NA,NA,3,"unsexed",0.01249,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"several L-W pairs with b=3","fresh",NA,NA,NA,"Estimated from length-weight pairs in the BRAINS table.",1,1999-06-15,NA,1999-06-15,NA,NA,NA
"Forcipiger flavissimus",5584,7446,5874,343,30504,10.5,13.5,"SL",NA,NA,3,"unsexed",0.02101,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"several L-W pairs with b=3","fresh",NA,NA,NA,"Estimated from length-weight pairs in the BRAINS table.",1,1999-06-15,NA,1999-06-15,NA,NA,NA
"Forcipiger longirostris",5585,7447,5875,343,30504,17.2,17.2,"TL",NA,NA,1,"unsexed",0.01384,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"single L-W pair with b=3","fresh",NA,NA,NA,"Estimated from length-weight pairs in the BRAINS table.",1,1999-06-15,NA,1999-06-15,NA,NA,NA
"Forcipiger longirostris",5585,7448,5875,343,30504,NA,NA,"SL",NA,NA,1,"unsexed",0.01891,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"single L-W pair with b=3","fresh",NA,NA,NA,"Estimated from length-weight pairs in the BRAINS table.",1,1999-06-15,NA,1999-06-15,NA,NA,NA
"Forcipiger longirostris",5585,7449,5875,343,52323,NA,NA,"TL",NA,NA,NA,"mixed",0.0271,NA,3.061,NA,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh","Presumably Philippines.",NA,"608",NA,1,2005-12-12,NA,2005-12-12,NA,NA,NA
"Gnathodentex aureolineatus",1832,4352,2028,328,3807,NA,NA,NA,NA,NA,NA,"unsexed",0.009,NA,3.285,0.95063,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh","Woleai Atoll, Yap State, 1991",3807,"583","condition factor = 2.172",3,1992-06-14,NA,1994-01-27,NA,NA,NA
"Gnathodentex aureolineatus",1832,4353,2028,328,26587,8.5,20.5,"FL",NA,NA,49,"unsexed",0.0217,NA,2.986,0.9722,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh",NA,26587,"540",NA,3,1998-05-20,NA,1998-05-20,NA,NA,NA
"Gnathodentex aureolineatus",1832,4354,2028,328,55787,8.5,20.5,"FL",NA,NA,53,"mixed",0.01804,NA,3.06254,0.96629,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh",NA,55787,"540","Error:  6.2%",1531,2005-12-06,NA,2005-12-06,NA,NA,NA
"Gnathodentex aureolineatus",1832,46952,2028,NA,125599,15,42.3,"FL",NA,NA,262,"unsexed",0.0265,NA,2.96,0.94,NA,NA,NA,NA,0.0199999995529652,0.0351000018417835,2.86999988555908,3.05999994277954,"type I linear regression",NA,"2010 - 2015",NA,"016",NA,65,2022-02-10,NA,2022-02-10,NA,NA,NA
"Gomphosus varius",5626,7501,5920,362,30504,10.5,20.7,"TL",NA,NA,2,"unsexed",0.00988,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"several L-W pairs with b=3","fresh",NA,NA,NA,"Estimated from length-weight pairs in the BRAINS table.",1,1999-06-15,NA,1999-06-15,NA,NA,NA
"Gomphosus varius",5626,7502,5920,362,30504,9,18.5,"SL",NA,NA,2,"unsexed",0.01474,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"several L-W pairs with b=3","fresh",NA,NA,NA,"Estimated from length-weight pairs in the BRAINS table.",1,1999-06-15,NA,1999-06-15,NA,NA,NA
"Gomphosus varius",5626,7503,5920,362,52323,NA,NA,"TL",NA,NA,NA,"mixed",2e-04,NA,3.378,NA,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh","Presumably Philippines.",NA,"608",NA,1,2005-12-12,NA,2005-12-12,NA,NA,NA
"Gomphosus varius",5626,7504,5920,362,55787,5,21.2,"FL",NA,NA,22,"mixed",0.02437,NA,2.70269,0.99002,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh",NA,55787,"540","Error:  8.6%",1531,2005-12-06,NA,2005-12-06,NA,NA,NA
"Halichoeres hortulanus",12663,9121,13008,362,30504,21.4,22.7,"TL",NA,NA,2,"unsexed",0.01485,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"several L-W pairs with b=3","fresh",NA,NA,NA,"Estimated from length-weight pairs in the BRAINS table.",1,1999-06-15,NA,1999-06-15,NA,NA,NA
"Halichoeres hortulanus",12663,9122,13008,362,30504,18.6,20,"SL",NA,NA,2,"unsexed",0.02216,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"several L-W pairs with b=3","fresh",NA,NA,NA,"Estimated from length-weight pairs in the BRAINS table.",1,1999-06-15,NA,1999-06-15,NA,NA,NA
"Halichoeres hortulanus",12663,9123,13008,362,48600,8.5,24.3,"TL",NA,NA,843,"unsexed",0.0119,NA,3.064,0.9293,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh","Lakshadweep lagoons, 1993-97",48600,"356",NA,3,2003-09-05,NA,2003-09-05,NA,NA,NA
"Halichoeres margaritaceus",5630,7507,5924,362,30504,8.5,8.5,"TL",NA,NA,1,"unsexed",0.01058,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"single L-W pair with b=3","fresh",NA,NA,NA,"Estimated from length-weight pairs in the BRAINS table.",1,1999-06-15,NA,1999-06-15,NA,NA,NA
"Halichoeres margaritaceus",5630,7508,5924,362,30504,NA,NA,"SL",NA,NA,1,"unsexed",0.01816,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"single L-W pair with b=3","fresh",NA,NA,NA,"Estimated from length-weight pairs in the BRAINS table.",1,1999-06-15,NA,1999-06-15,NA,NA,NA
"Halichoeres trimaculatus",5634,7513,5928,362,26587,3.5,16,"TL",NA,NA,17,"unsexed",0.0227,NA,2.804,0.99002,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh","lagoon",26587,"540","Update of estimate in Ref. 5525.",3,1993-06-17,3,1998-05-22,NA,NA,NA
"Halichoeres trimaculatus",5634,7514,5928,362,55787,3.5,16,"FL",NA,NA,22,"mixed",0.02749,NA,2.73584,0.98804,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh",NA,55787,"540","Error:  10.8%",1531,2005-12-06,NA,2005-12-06,NA,NA,NA
"Hemigymnus fasciatus",5635,7515,5929,362,30504,23.8,23.8,"TL",NA,NA,1,"unsexed",0.01713,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"single L-W pair with b=3","fresh",NA,NA,NA,"Estimated from length-weight pairs in the BRAINS table.",1,1999-06-15,NA,1999-06-15,NA,NA,NA
"Hemigymnus fasciatus",5635,7516,5929,362,30504,NA,NA,"SL",NA,NA,1,"unsexed",0.02888,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"single L-W pair with b=3","fresh",NA,NA,NA,"Estimated from length-weight pairs in the BRAINS table.",1,1999-06-15,NA,1999-06-15,NA,NA,NA
"Hemigymnus melapterus",5636,7517,5930,362,30504,22.1,22.1,"TL",NA,NA,1,"unsexed",0.01816,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"single L-W pair with b=3","fresh",NA,NA,NA,"Estimated from length-weight pairs in the BRAINS table.",1,1999-06-15,NA,1999-06-15,NA,NA,NA
"Hemigymnus melapterus",5636,7518,5930,362,30504,NA,NA,"SL",NA,NA,1,"unsexed",0.02858,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"single L-W pair with b=3","fresh",NA,NA,NA,"Estimated from length-weight pairs in the BRAINS table.",1,1999-06-15,NA,1999-06-15,NA,NA,NA
"Hemigymnus melapterus",5636,7519,5930,362,55787,6.2,34.5,"FL",NA,NA,22,"mixed",0.02423,NA,2.92262,0.99401,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh",NA,55787,"540","Error:  7.1%",1531,2005-12-06,NA,2005-12-06,NA,NA,NA
"Hemigymnus melapterus",5636,46672,5930,NA,125598,17.7,39.6,"FL",NA,NA,399,"unsexed",0.021,NA,2.96,0.98,NA,NA,NA,NA,0.0183000005781651,0.024100000038743,2.92000007629395,3.00999999046326,"type I linear regression",NA,"Mariana Archipelago / 2011-2016.",NA,"580",NA,65,2021-12-07,NA,2021-12-07,NA,NA,NA
"Heniochus acuminatus",5588,7452,5878,343,26587,3.5,17.5,"TL",NA,NA,77,"unsexed",0.0271,NA,3.061,0.97812,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh","lagoon",26587,"540","Update of estimate in Ref. 5525.",3,1993-06-17,3,1998-05-22,NA,NA,NA
"Heniochus acuminatus",5588,7453,5878,343,55787,3.5,17.5,"FL",NA,NA,85,"mixed",0.0247,NA,3.1058,0.9801,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh",NA,55787,"540","Error:  11.6%",1531,2005-12-06,NA,2005-12-06,NA,NA,NA
"Heniochus chrysostomus",5589,7454,5879,343,26587,5,14,"TL",NA,NA,13,"unsexed",0.0132,NA,3.369,0.9722,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh","lagoon",26587,"540","Update of estimate in Ref. 5525.",3,1993-06-17,3,1998-05-22,NA,NA,NA
"Heniochus chrysostomus",5589,7455,5879,343,55787,5,14,"FL",NA,NA,24,"mixed",0.01613,NA,3.26217,0.96236,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh",NA,55787,"540","Error:  12.8%",1531,2005-12-06,NA,2005-12-06,NA,NA,NA
"Heniochus monoceros",5590,7456,5880,343,26587,9,21,"TL",NA,NA,16,"unsexed",0.022,NA,3.125,0.97417,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh","lagoon",26587,"540","Update of estimate in Ref. 5525.",3,1993-06-17,3,1998-05-22,NA,NA,NA
"Heniochus monoceros",5590,7457,5880,343,55787,9,21,"FL",NA,NA,29,"mixed",0.017,NA,3.21058,0.98208,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh",NA,55787,"540","Error:  9.1%",1531,2005-12-06,NA,2005-12-06,NA,NA,NA
"Heniochus singularius",5591,7458,5881,343,30504,20.2,20.2,"TL",NA,"Yes",1,"unsexed",0.03009,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"single L-W pair with b=3","fresh",NA,NA,NA,"Estimated from length-weight pairs in the BRAINS table.",1,1999-06-15,NA,1999-06-15,NA,NA,NA
"Heniochus singularius",5591,7459,5881,343,30504,NA,NA,"SL",NA,NA,1,"unsexed",0.04874,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"single L-W pair with b=3","fresh",NA,NA,NA,"Estimated from length-weight pairs in the BRAINS table.",1,1999-06-15,NA,1999-06-15,NA,NA,NA
"Heniochus varius",5592,7460,5882,343,30504,NA,NA,"SL",NA,NA,1,"unsexed",0.00486,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"single L-W pair with b=3","fresh",NA,NA,NA,"Estimated from length-weight pairs in the BRAINS table.",1,1999-06-15,NA,1999-06-15,NA,NA,NA
"Heniochus varius",5592,7461,5882,343,30504,15.6,15.6,"TL",NA,NA,1,"unsexed",0.02502,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"single L-W pair with b=3","fresh",NA,NA,NA,"Estimated from length-weight pairs in the BRAINS table.",1,1999-06-15,NA,1999-06-15,NA,NA,NA
"Hipposcarus longiceps",5539,39557,5829,NA,107958,21.8,51,"TL",NA,NA,1626,"unsexed",0.0161,NA,3.05,0.99,NA,NA,NA,NA,0.0152000002563,0.0171000007539988,3.02999997138977,3.05999994277954,"Type I linear regression","fresh","2009-2013",NA,"316",NA,65,2017-04-19,NA,2017-04-19,NA,NA,NA
"Hipposcarus longiceps",5539,46674,5829,NA,125598,14.8,52.1,"TL",NA,NA,636,"unsexed",0.0148,NA,3.07,1,NA,NA,NA,NA,0.0141000002622604,0.0154999997466803,3.04999995231628,3.07999992370605,"type I linear regression",NA,"Mariana Archipelago / 2011-2016.",NA,"580",NA,65,2021-12-07,NA,2021-12-07,NA,NA,NA
"Kyphosus cinerascens",5805,7666,6100,NA,83530,26,28.6,"TL",NA,NA,2,"unsexed",0.0179,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"several L-W pairs with b=3","fresh","'Raiatea Lagoon, Tokushima",NA,"392","Length type presumably total length.",3,2010-02-10,NA,2010-02-11,NA,NA,NA
"Kyphosus cinerascens",5805,39513,6100,NA,107958,19.2,50.7,"FL",NA,NA,768,"unsexed",0.0306,NA,2.94,0.98,NA,NA,NA,NA,0.0278999991714954,0.033500000834465,2.91000008583069,2.97000002861023,"Type I linear regression","fresh","2009-2013",NA,"316",NA,65,2017-04-18,NA,2017-04-18,NA,NA,NA
"Kyphosus cinerascens",5805,46666,6100,NA,125598,15.5,44.4,"FL",NA,NA,915,"unsexed",0.0235,NA,3.01,0.99,NA,NA,NA,NA,0.0217000003904104,0.0253999996930361,2.99000000953674,3.03999996185303,"type I linear regression",NA,"Mariana Archipelago / 2011-2016.",NA,"580",NA,65,2021-12-07,NA,2021-12-07,NA,NA,NA
"Kyphosus cinerascens",5805,46953,6100,NA,125599,16.2,53,"FL",NA,NA,679,"unsexed",0.0324,NA,2.92,0.99,NA,NA,NA,NA,0.0296999998390675,0.0353999994695187,2.90000009536743,2.95000004768372,"type I linear regression",NA,"2010 - 2015",NA,"016",NA,65,2022-02-10,NA,2022-02-10,NA,NA,NA
"Kyphosus cinerascens",5805,46719,6100,NA,125700,15.8,30.7,"FL",NA,NA,38,"mixed",0.0294,NA,2.94,0.979,NA,NA,NA,NA,0.0186999998986721,0.0461999997496605,2.78999996185303,3.07999992370605,"Type I linear regression","fresh","Kavieng, New Ireland Province (2015)",125700,"598",NA,2,2022-01-31,NA,2022-01-31,NA,NA,NA
"Labroides dimidiatus",5459,7284,5729,362,26587,4.5,10,"TL",NA,NA,28,"unsexed",0.00761,NA,3.105,0.94868,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh","lagoon",26587,"540","Update of estimate in Ref. 5525.",3,1993-06-17,3,1998-05-23,NA,NA,NA
"Labroides dimidiatus",5459,7285,5729,362,52323,NA,NA,"TL",NA,NA,NA,"mixed",0.0043,NA,3.179,NA,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh","Presumably Philippines.",NA,"608",NA,1,2005-12-12,NA,2005-12-12,NA,NA,NA
"Labroides dimidiatus",5459,7286,5729,362,55787,4.5,11.3,"FL",NA,NA,36,"mixed",0.00585,NA,3.23093,0.96236,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh",NA,55787,"540","Error:  10.1%",1531,2005-12-06,NA,2005-12-06,NA,NA,NA
"Lethrinus harak",1851,4386,2047,328,26587,6,32,"FL",NA,NA,101,"unsexed",0.0178,NA,3.026,0.99401,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh","lagoon",26587,"540","Update of estimate in Ref. 5525.",3,1993-06-16,3,1998-05-20,NA,NA,NA
"Lethrinus harak",1851,4387,2047,328,52323,NA,NA,"TL",NA,NA,NA,"mixed",0.0154,NA,3.043,NA,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh","Presumably Philippines.",NA,"608",NA,1,2005-12-12,NA,2005-12-12,NA,NA,NA
"Lethrinus harak",1851,4388,2047,328,55787,6,32,"FL",NA,NA,111,"mixed",0.01701,NA,3.04226,0.99401,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh",NA,55787,"540","Error:  6.1%",1531,2005-12-06,NA,2005-12-06,NA,NA,NA
"Lethrinus harak",1851,39577,2047,NA,107958,13.3,29.9,"FL",NA,NA,258,"unsexed",0.0281,NA,2.89,0.94,NA,NA,NA,NA,0.0214000009000301,0.0370000004768372,2.80999994277954,2.98000001907349,"Type I linear regression","fresh","2009-2013",NA,"316",NA,65,2017-04-19,NA,2017-04-19,NA,NA,NA
"Lethrinus harak",1851,37270,2047,NA,108462,7,27,"SL",NA,NA,59,"unsexed",0.0238,NA,3.059,0.99,NA,NA,NA,NA,0.0188999995589256,0.0299999993294477,2.97900009155273,3.14000010490417,"Type I linear regression","fresh","Davao Gulf / 2009-2012",NA,"608",NA,65,2016-08-30,NA,2016-08-30,NA,NA,NA
"Lethrinus harak",1851,41992,2047,NA,118794,11.6,36.5,"TL",NA,NA,273,"unsexed",0.015,NA,3,0.976,NA,NA,NA,NA,NA,NA,NA,NA,"Type I linear regression","fresh","Palawan / 1998-2014",118794,"608",NA,2448,2018-10-31,NA,2018-10-31,NA,NA,NA
"Lethrinus harak",1851,46956,2047,NA,125599,19.9,54.9,"FL",NA,NA,280,"unsexed",0.0317,NA,2.83,0.97,NA,NA,NA,NA,0.0258000008761883,0.0388999991118908,2.76999998092651,2.90000009536743,"type I linear regression",NA,"2010 - 2015",NA,"016",NA,65,2022-02-10,NA,2022-02-10,NA,NA,NA
"Lethrinus semicinctus",1849,4383,2045,328,26587,3,29,"FL",NA,NA,154,"unsexed",0.0134,NA,3.072,0.98605,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh","lagoon",26587,"540","Update of estimate in Ref. 5525.",3,1993-06-17,3,1998-05-20,NA,NA,NA
"Lethrinus semicinctus",1849,4384,2045,328,55787,3,29,"FL",NA,NA,155,"mixed",0.01181,NA,3.11678,0.98605,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh",NA,55787,"540","Error:  8.6%",1531,2005-12-06,NA,2005-12-06,NA,NA,NA
"Lethrinus xanthochilus",1852,4389,2048,328,26587,22,62.5,"FL",NA,NA,57,"unsexed",0.024,NA,2.915,0.98406,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh","lagoon",26587,"540","Update of estimate in Ref. 5525.",3,1993-06-17,3,1998-05-20,NA,NA,NA
"Lethrinus xanthochilus",1852,4390,2048,328,55787,22,62.5,"FL",NA,NA,59,"mixed",0.02007,NA,2.9639,0.98406,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh",NA,55787,"540","Error:  7.7%",1531,2005-12-06,NA,2005-12-06,NA,NA,NA
"Lethrinus xanthochilus",1852,39523,2048,NA,107958,21.5,58.4,"FL",NA,NA,271,"unsexed",0.0179,NA,3,0.99,NA,NA,NA,NA,0.015599999576807,0.0206000003963709,2.96000003814697,3.02999997138977,"Type I linear regression","fresh","2009-2013",NA,"316",NA,65,2017-04-18,NA,2017-04-18,NA,NA,NA
"Lethrinus xanthochilus",1852,46959,2048,NA,125599,19.8,52.5,"FL",NA,NA,2190,"unsexed",0.028,NA,2.85,0.97,NA,NA,NA,NA,0.0258000008761883,0.0303000006824732,2.82999992370605,2.88000011444092,"type I linear regression",NA,"2010 - 2015",NA,"016",NA,65,2022-02-10,NA,2022-02-10,NA,NA,NA
"Lutjanus argentimaculatus",1407,3613,1456,323,3678,NA,NA,"TL",NA,NA,NA,"unsexed",0.0071,NA,3.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh",NA,3670,"710",NA,3,1992-05-31,3,1995-09-18,NA,NA,NA
"Lutjanus argentimaculatus",1407,3614,1456,323,13622,48,82,"TL",NA,NA,37,"unsexed",0.0054,NA,3.206,NA,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh",NA,160,"548",NA,3,1997-12-03,NA,1998-05-22,NA,NA,NA
"Lutjanus argentimaculatus",1407,3615,1456,323,26587,5.5,67.5,"FL",NA,NA,365,"unsexed",0.0336,NA,2.792,0.98605,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh","lagoon",26587,"540","Update of estimate in Ref. 5525.",3,1993-06-16,3,1998-06-16,NA,NA,NA
"Lutjanus argentimaculatus",1407,3616,1456,323,37813,7.9,54,"SL",NA,NA,8,"unsexed",0.0459,NA,2.823,0.994,NA,NA,NA,NA,NA,NA,NA,NA,"type I linear regression","fresh","estuaries, 1993-99",37813,"710",NA,3,2011-09-30,NA,2011-09-30,NA,NA,NA
