Location,Permission,Fishing_Ground,Facilitated.by,Dive_Site,Transect,lat,lon,aca_geomorphology,slope_mean_2020_bio_oracle_3,terrain_ruggedness_index_2020_bio_oracle_3,topographic_position_index_2020_bio_oracle_3,DESIG,ADOPT_2024,Median..year.,Timescale..years.,NO_TAKE,NO_TK_AREA,STATUS_YR,Geomorphology,OBJECTI,grav_NC,pop_cnt,nm_prts,reef_vl,sedimnt,nutrint,cml_scr,tp_thrt,Region,is_bcu,grv_NC_,pp_cnt_,nm_prt_,rf_vl_r,sdmnt_r,ntrnt_r,score,scoreth,scorpfc,scoretr,scorecn,scorecy,biomass_kg,biomass_kg_ha,abundance_ind_250m2,FRic,FEve,FDiv,FDis,RaoQ,Year,dhw_max_6_year_max,dhw_max_6_year_mean,sst_mean_6_year_mean,sst_median_6_year_mean,sst_q90_6_year_mean,sst_sd_6_year_mean,andrello_sediments,closest_ID,closest_Lat,closest_Lon,Grav_tot,cryptoBRout,crypto5BRout,crypto15BRout,pareBRout,pare5BRout,pare15BRout,residBRout,resid15BRout,resid35BRout,transiBRout,transi15BRout,transi35BRout,cryptoBROF,crypto5BROF,crypto15BROF,pareBROF,pare5BROF,pare15BROF,residBROF,resid15BROF,resid35BROF,transiBROF,transi15BROF,transi35BROF,cryptoBRbtw,crypto5BRbtw,crypto15BRbtw,pareBRbtw,pare5BRbtw,pare15BRbtw,residBRbtw,resid15BRbtw,resid35BRbtw,transiBRbtw,transi15BRbtw,transi35BRbtw,cryptoBRin,crypto5BRin,crypto15BRin,pareBRin,pare5BRin,pare15BRin,residBRin,resid15BRin,resid35BRin,transiBRin,transi15BRin,transi35BRin,cryptoBRIF,crypto5BRIF,crypto15BRIF,pareBRIF,pare5BRIF,pare15BRIF,residBRIF,resid15BRIF,resid35BRIF,transiBRIF,transi15BRIF,transi35BRIF,cryptoLR,crypto5LR,crypto15LR,pare5LR,pare15LR,pareLR,transiLR,transi15LR,transi35LR,residLR,resid15LR,resid35LR
Kadavu,Soso,Kadavu 3,FLMMA/Matava,Soso2,KAD_SO2_Transect 2,-19.05842,178.30866,Inner Reef Flat,5.6637535,426.80042,103.3162,Locally Managed Marine Area,2005-2009,2007,18,Part,1.39,2004,Inner Reef Flat,49808,0.457511566,0.607919994,0,0.759029966,0.715922466,0.522838244,0.510537039,Tourism,Melanesia,non-refugia,0.546164877,684.8199158,0,34,30.43134689,7.06E-05,-0.03975,-0.53409,0.11601,-0.10105,0.15401,-0.27593,0.9294593,37.17837201,87,4.00E-20,0.66100574,0.9446148,0.099456104,0.016527619,2024,7.6047802,4.0736399,27.2348,27.196501,28.9168,1.27416,34.170807,V9864,-19.06,178.28,4,52,106,18,43,76,91,43,145,55,5,62,8,665,2848,918,1268,2448,1323,1020,1114,175,150,936,152,2931.43164,4732.486918,3630.166667,1413.472836,4267.567656,1676.272556,1709.402061,5652.93437,3439.946774,36.27628205,1476.326521,81.16877281,49,57,8,28,30,38,28,66,37,11,39,9,640,1580,399,792,662,519,580,449,95,315,465,88,0,16,0,0,21,0,0,24,8,0,15,0
Kadavu,Soso,Kadavu 3,FLMMA/Matava,Soso2,KAD_SO2_Transect 3,-19.05842,178.30866,Inner Reef Flat,5.6637535,426.80042,103.3162,Locally Managed Marine Area,2005-2009,2007,18,Part,1.39,2004,Inner Reef Flat,49808,0.457511566,0.607919994,0,0.759029966,0.715922466,0.522838244,0.510537039,Tourism,Melanesia,non-refugia,0.546164877,684.8199158,0,34,30.43134689,7.06E-05,-0.03975,-0.53409,0.11601,-0.10105,0.15401,-0.27593,3.071803443,122.8721377,93,8.82E-20,0.720435799,0.971843401,0.126652481,0.020813992,2024,7.6047802,4.0736399,27.2348,27.196501,28.9168,1.27416,34.170807,V9864,-19.06,178.28,4,52,106,18,43,76,91,43,145,55,5,62,8,665,2848,918,1268,2448,1323,1020,1114,175,150,936,152,2931.43164,4732.486918,3630.166667,1413.472836,4267.567656,1676.272556,1709.402061,5652.93437,3439.946774,36.27628205,1476.326521,81.16877281,49,57,8,28,30,38,28,66,37,11,39,9,640,1580,399,792,662,519,580,449,95,315,465,88,0,16,0,0,21,0,0,24,8,0,15,0
Kadavu,Soso,Kadavu 3,FLMMA/Matava,Soso2,KAD_SO2_Transect 4,-19.05842,178.30866,Inner Reef Flat,5.6637535,426.80042,103.3162,Locally Managed Marine Area,2005-2009,2007,18,Part,1.39,2004,Inner Reef Flat,49808,0.457511566,0.607919994,0,0.759029966,0.715922466,0.522838244,0.510537039,Tourism,Melanesia,non-refugia,0.546164877,684.8199158,0,34,30.43134689,7.06E-05,-0.03975,-0.53409,0.11601,-0.10105,0.15401,-0.27593,2.140094448,85.60377791,96,1.64E-17,0.645780227,0.873920357,0.119710556,0.022168534,2024,7.6047802,4.0736399,27.2348,27.196501,28.9168,1.27416,34.170807,V9864,-19.06,178.28,4,52,106,18,43,76,91,43,145,55,5,62,8,665,2848,918,1268,2448,1323,1020,1114,175,150,936,152,2931.43164,4732.486918,3630.166667,1413.472836,4267.567656,1676.272556,1709.402061,5652.93437,3439.946774,36.27628205,1476.326521,81.16877281,49,57,8,28,30,38,28,66,37,11,39,9,640,1580,399,792,662,519,580,449,95,315,465,88,0,16,0,0,21,0,0,24,8,0,15,0
Kadavu,Ono,Kadavu 1,FLMMA/Kokomo,Vurro,KAD_VURRO_Transect 1,-18.86538489,178.5245489,NA,1.0907691,88.83326,73.211754,Locally Managed Marine Area,2005-2009,2007,18,Part,19.22,1985,Back Reef Slope,49587,0.551385065,0.592534252,0,0,0.69282404,0.574392423,0.401855963,Sediments,Melanesia,non-refugia,1.01353283,573.2444122,0,0,22.55356407,0.000634106,-0.05104,-0.67409,0.12897,-0.11091,-0.01837,-0.12752,4.461593654,178.4637461,133,2.50E-12,0.65928515,0.914395594,0.176239254,0.039679347,2024,7.64253,4.21804,27.274401,27.2442,28.952999,1.284,17.44282,V9899,-18.82,178.6,7,11,61,12,10,43,49,10,70,14,0,11,0,110,1943,533,272,1854,993,180,582,29,0,327,0,466.6647753,8223.666704,2819.25,2362.177247,798.2307055,308.5110462,3265.276875,1710.998474,15598.87571,0,4196.587701,0,67,50,6,52,30,35,52,102,52,24,54,34,705,1003,290,1414,1024,249,935,548,93,540,1011,560,0,0,0,0,0,0,0,0,0,0,0,0
Kadavu,Ono,Kadavu 1,FLMMA/Kokomo,Vurro,KAD_VURRO_Transect 2,-18.86538489,178.5245489,NA,1.0907691,88.83326,73.211754,Locally Managed Marine Area,2005-2009,2007,18,Part,19.22,1985,Back Reef Slope,49587,0.551385065,0.592534252,0,0,0.69282404,0.574392423,0.401855963,Sediments,Melanesia,non-refugia,1.01353283,573.2444122,0,0,22.55356407,0.000634106,-0.05104,-0.67409,0.12897,-0.11091,-0.01837,-0.12752,9.730166087,389.2066435,127,1.18E-11,0.695312823,0.906078575,0.252595553,0.068960844,2024,7.64253,4.21804,27.274401,27.2442,28.952999,1.284,17.44282,V9899,-18.82,178.6,7,11,61,12,10,43,49,10,70,14,0,11,0,110,1943,533,272,1854,993,180,582,29,0,327,0,466.6647753,8223.666704,2819.25,2362.177247,798.2307055,308.5110462,3265.276875,1710.998474,15598.87571,0,4196.587701,0,67,50,6,52,30,35,52,102,52,24,54,34,705,1003,290,1414,1024,249,935,548,93,540,1011,560,0,0,0,0,0,0,0,0,0,0,0,0
Kadavu,Ono,Kadavu 1,FLMMA/Kokomo,Vurro,KAD_VURRO_Transect 3,-18.86538489,178.5245489,NA,1.0907691,88.83326,73.211754,Locally Managed Marine Area,2005-2009,2007,18,Part,19.22,1985,Back Reef Slope,49587,0.551385065,0.592534252,0,0,0.69282404,0.574392423,0.401855963,Sediments,Melanesia,non-refugia,1.01353283,573.2444122,0,0,22.55356407,0.000634106,-0.05104,-0.67409,0.12897,-0.11091,-0.01837,-0.12752,8.90542422,356.2169688,286,4.69E-12,0.605922627,0.89554106,0.187268496,0.038707559,2024,7.64253,4.21804,27.274401,27.2442,28.952999,1.284,17.44282,V9899,-18.82,178.6,7,11,61,12,10,43,49,10,70,14,0,11,0,110,1943,533,272,1854,993,180,582,29,0,327,0,466.6647753,8223.666704,2819.25,2362.177247,798.2307055,308.5110462,3265.276875,1710.998474,15598.87571,0,4196.587701,0,67,50,6,52,30,35,52,102,52,24,54,34,705,1003,290,1414,1024,249,935,548,93,540,1011,560,0,0,0,0,0,0,0,0,0,0,0,0
Kadavu,Ono,Kadavu 1,FLMMA/Kokomo,Vurro,KAD_VURRO_Transect 4,-18.86538489,178.5245489,NA,1.0907691,88.83326,73.211754,Locally Managed Marine Area,2005-2009,2007,18,Part,19.22,1985,Back Reef Slope,49587,0.551385065,0.592534252,0,0,0.69282404,0.574392423,0.401855963,Sediments,Melanesia,non-refugia,1.01353283,573.2444122,0,0,22.55356407,0.000634106,-0.05104,-0.67409,0.12897,-0.11091,-0.01837,-0.12752,4.213938942,168.5575577,82,1.04E-15,0.665766543,0.909901678,0.196211477,0.041736019,2024,7.64253,4.21804,27.274401,27.2442,28.952999,1.284,17.44282,V9899,-18.82,178.6,7,11,61,12,10,43,49,10,70,14,0,11,0,110,1943,533,272,1854,993,180,582,29,0,327,0,466.6647753,8223.666704,2819.25,2362.177247,798.2307055,308.5110462,3265.276875,1710.998474,15598.87571,0,4196.587701,0,67,50,6,52,30,35,52,102,52,24,54,34,705,1003,290,1414,1024,249,935,548,93,540,1011,560,0,0,0,0,0,0,0,0,0,0,0,0
Kadavu,Ono,Kadavu 1,FLMMA/Kokomo,Vurro,KAD_VURRO_Transect 5,-18.86538489,178.5245489,NA,1.0907691,88.83326,73.211754,Locally Managed Marine Area,2005-2009,2007,18,Part,19.22,1985,Back Reef Slope,49587,0.551385065,0.592534252,0,0,0.69282404,0.574392423,0.401855963,Sediments,Melanesia,non-refugia,1.01353283,573.2444122,0,0,22.55356407,0.000634106,-0.05104,-0.67409,0.12897,-0.11091,-0.01837,-0.12752,10.55970489,422.3881955,145,1.78E-13,0.65259036,0.899415655,0.183168604,0.036905844,2024,7.64253,4.21804,27.274401,27.2442,28.952999,1.284,17.44282,V9899,-18.82,178.6,7,11,61,12,10,43,49,10,70,14,0,11,0,110,1943,533,272,1854,993,180,582,29,0,327,0,466.6647753,8223.666704,2819.25,2362.177247,798.2307055,308.5110462,3265.276875,1710.998474,15598.87571,0,4196.587701,0,67,50,6,52,30,35,52,102,52,24,54,34,705,1003,290,1414,1024,249,935,548,93,540,1011,560,0,0,0,0,0,0,0,0,0,0,0,0
Kadavu,Ono,Kadavu 1,FLMMA/Kokomo,Vurro,KAD_VURRO_Transect 6,-18.86538489,178.5245489,NA,1.0907691,88.83326,73.211754,Locally Managed Marine Area,2005-2009,2007,18,Part,19.22,1985,Back Reef Slope,49587,0.551385065,0.592534252,0,0,0.69282404,0.574392423,0.401855963,Sediments,Melanesia,non-refugia,1.01353283,573.2444122,0,0,22.55356407,0.000634106,-0.05104,-0.67409,0.12897,-0.11091,-0.01837,-0.12752,5.827875272,233.1150109,165,8.94E-13,0.696200605,0.951824536,0.201891131,0.046983263,2024,7.64253,4.21804,27.274401,27.2442,28.952999,1.284,17.44282,V9899,-18.82,178.6,7,11,61,12,10,43,49,10,70,14,0,11,0,110,1943,533,272,1854,993,180,582,29,0,327,0,466.6647753,8223.666704,2819.25,2362.177247,798.2307055,308.5110462,3265.276875,1710.998474,15598.87571,0,4196.587701,0,67,50,6,52,30,35,52,102,52,24,54,34,705,1003,290,1414,1024,249,935,548,93,540,1011,560,0,0,0,0,0,0,0,0,0,0,0,0
Yasawa,Kuata,Namara,Barefoot Manta,KuataBack,KUA_Back_Transect 1,-17.36312074,177.1327823,NA,0.22318776,21.863625,4.6390557,qoliqoli,Non-Adopter,Non-Adopter,Non-Adopter,None,0,None,Sheltered Reef Slope,48009,0.50113315,0.64664078,0,0.856198256,0.723241871,0.667772189,0.565831041,Tourism,Melanesia,non-refugia,0.719159072,1001.772951,0,253,33.34032822,0.007387417,-0.04951,-0.4121,0.1828,-0.49671,-0.54904,-0.10966,6.054761759,242.1904704,167,6.61E-13,0.675031084,0.777468038,0.167026239,0.03812365,2024,8.5515203,3.05423,28.304701,28.3654,29.6367,1.04562,55.602348,V9981,-17.38,177.08,15,21,33,4,13,15,17,13,38,12,0,4,1,190,498,155,364,212,156,260,152,32,0,63,8,5023.158095,3086.041893,136773.1381,606407.34,7227.178042,5416.180072,612119.7692,375954.6337,1275.185145,0,0,1255.398346,138,73,24,101,53,77,101,114,159,14,35,21,1845,3668,1756,2884,2390,1791,2160,1713,420,300,1422,472,0,43,0,64,6,0,0,0,0,0,5,0
Yasawa,Kuata,Namara,Barefoot Manta,KuataBack,KUA_Back_Transect 2,-17.36312074,177.1327823,NA,0.22318776,21.863625,4.6390557,qoliqoli,Non-Adopter,Non-Adopter,Non-Adopter,None,0,None,Sheltered Reef Slope,48009,0.50113315,0.64664078,0,0.856198256,0.723241871,0.667772189,0.565831041,Tourism,Melanesia,non-refugia,0.719159072,1001.772951,0,253,33.34032822,0.007387417,-0.04951,-0.4121,0.1828,-0.49671,-0.54904,-0.10966,15.70664709,628.2658834,173,5.70E-12,0.6633922,0.886850465,0.270805568,0.085199584,2024,8.5515203,3.05423,28.304701,28.3654,29.6367,1.04562,55.602348,V9981,-17.38,177.08,15,21,33,4,13,15,17,13,38,12,0,4,1,190,498,155,364,212,156,260,152,32,0,63,8,5023.158095,3086.041893,136773.1381,606407.34,7227.178042,5416.180072,612119.7692,375954.6337,1275.185145,0,0,1255.398346,138,73,24,101,53,77,101,114,159,14,35,21,1845,3668,1756,2884,2390,1791,2160,1713,420,300,1422,472,0,43,0,64,6,0,0,0,0,0,5,0
Yasawa,Kuata,Namara,Barefoot Manta,KuataBack,KUA_Back_Transect 3,-17.36312074,177.1327823,NA,0.22318776,21.863625,4.6390557,qoliqoli,Non-Adopter,Non-Adopter,Non-Adopter,None,0,None,Sheltered Reef Slope,48009,0.50113315,0.64664078,0,0.856198256,0.723241871,0.667772189,0.565831041,Tourism,Melanesia,non-refugia,0.719159072,1001.772951,0,253,33.34032822,0.007387417,-0.04951,-0.4121,0.1828,-0.49671,-0.54904,-0.10966,4.90819847,196.3279388,146,1.59E-15,0.64500721,0.937747925,0.209437964,0.04663965,2024,8.5515203,3.05423,28.304701,28.3654,29.6367,1.04562,55.602348,V9981,-17.38,177.08,15,21,33,4,13,15,17,13,38,12,0,4,1,190,498,155,364,212,156,260,152,32,0,63,8,5023.158095,3086.041893,136773.1381,606407.34,7227.178042,5416.180072,612119.7692,375954.6337,1275.185145,0,0,1255.398346,138,73,24,101,53,77,101,114,159,14,35,21,1845,3668,1756,2884,2390,1791,2160,1713,420,300,1422,472,0,43,0,64,6,0,0,0,0,0,5,0
Yasawa,Kuata,Namara,Barefoot Manta,KuataBack,KUA_Back_Transect 4,-17.36312074,177.1327823,NA,0.22318776,21.863625,4.6390557,qoliqoli,Non-Adopter,Non-Adopter,Non-Adopter,None,0,None,Sheltered Reef Slope,48009,0.50113315,0.64664078,0,0.856198256,0.723241871,0.667772189,0.565831041,Tourism,Melanesia,non-refugia,0.719159072,1001.772951,0,253,33.34032822,0.007387417,-0.04951,-0.4121,0.1828,-0.49671,-0.54904,-0.10966,7.471324994,298.8529998,124,2.92E-14,0.649199,0.816686669,0.157282364,0.029484386,2024,8.5515203,3.05423,28.304701,28.3654,29.6367,1.04562,55.602348,V9981,-17.38,177.08,15,21,33,4,13,15,17,13,38,12,0,4,1,190,498,155,364,212,156,260,152,32,0,63,8,5023.158095,3086.041893,136773.1381,606407.34,7227.178042,5416.180072,612119.7692,375954.6337,1275.185145,0,0,1255.398346,138,73,24,101,53,77,101,114,159,14,35,21,1845,3668,1756,2884,2390,1791,2160,1713,420,300,1422,472,0,43,0,64,6,0,0,0,0,0,5,0
Yasawa,Kuata,Namara,Barefoot Manta,KuataGoat,KUA_GOAT_Transect 1,-17.33537481,177.1509809,Deep Lagoon,0.16416138,16.897337,-2.3884435,qoliqoli,Non-Adopter,Non-Adopter,Non-Adopter,None,0,,Deep Lagoon,47926,0.497143713,0.647062056,0,0.757802769,0.854733706,0.695336539,0.575346464,Sediments,Melanesia,non-refugia,0.697049597,1005.858948,0,33,178.8015289,0.014073923,-0.01278,-0.3972,0.18457,-0.55469,0.47781,-0.1116,10.32615019,413.0460077,482,7.96E-13,0.53042349,0.838582263,0.135104458,0.025940894,2024,8.7239704,3.08673,28.311899,28.375799,29.655399,1.05889,114.89727,V9942,-17.3,177.16,11,38,68,16,26,35,58,26,83,36,0,13,0,505,3073,861,808,2438,1581,720,1004,129,0,324,0,128439.2215,1022.51302,5358.466667,6728.134268,4350.923264,2869.418449,1227.375846,25343.28577,23552.07202,0,45.41280889,0,72,91,31,50,74,109,50,142,86,24,77,38,855,3182,1721,1368,2640,2268,920,1887,230,615,1767,488,0,15,50,34,60,0,0,0,0,0,23,0
Yasawa,Kuata,Namara,Barefoot Manta,KuataGoat,KUA_GOAT_Transect 2,-17.33537481,177.1509809,Deep Lagoon,0.16416138,16.897337,-2.3884435,qoliqoli,Non-Adopter,Non-Adopter,Non-Adopter,None,0,,Deep Lagoon,47926,0.497143713,0.647062056,0,0.757802769,0.854733706,0.695336539,0.575346464,Sediments,Melanesia,non-refugia,0.697049597,1005.858948,0,33,178.8015289,0.014073923,-0.01278,-0.3972,0.18457,-0.55469,0.47781,-0.1116,4.916714197,196.6685679,347,4.04E-15,0.588729493,0.884569152,0.157991011,0.027940595,2024,8.7239704,3.08673,28.311899,28.375799,29.655399,1.05889,114.89727,V9942,-17.3,177.16,11,38,68,16,26,35,58,26,83,36,0,13,0,505,3073,861,808,2438,1581,720,1004,129,0,324,0,128439.2215,1022.51302,5358.466667,6728.134268,4350.923264,2869.418449,1227.375846,25343.28577,23552.07202,0,45.41280889,0,72,91,31,50,74,109,50,142,86,24,77,38,855,3182,1721,1368,2640,2268,920,1887,230,615,1767,488,0,15,50,34,60,0,0,0,0,0,23,0
Yasawa,Kuata,Namara,Barefoot Manta,KuataGoat,KUA_GOAT_Transect 3,-17.33537481,177.1509809,Deep Lagoon,0.16416138,16.897337,-2.3884435,qoliqoli,Non-Adopter,Non-Adopter,Non-Adopter,None,0,,Deep Lagoon,47926,0.497143713,0.647062056,0,0.757802769,0.854733706,0.695336539,0.575346464,Sediments,Melanesia,non-refugia,0.697049597,1005.858948,0,33,178.8015289,0.014073923,-0.01278,-0.3972,0.18457,-0.55469,0.47781,-0.1116,4.859528947,194.3811579,331,8.03E-13,0.686235127,0.9080854,0.179581448,0.03941677,2024,8.7239704,3.08673,28.311899,28.375799,29.655399,1.05889,114.89727,V9942,-17.3,177.16,11,38,68,16,26,35,58,26,83,36,0,13,0,505,3073,861,808,2438,1581,720,1004,129,0,324,0,128439.2215,1022.51302,5358.466667,6728.134268,4350.923264,2869.418449,1227.375846,25343.28577,23552.07202,0,45.41280889,0,72,91,31,50,74,109,50,142,86,24,77,38,855,3182,1721,1368,2640,2268,920,1887,230,615,1767,488,0,15,50,34,60,0,0,0,0,0,23,0
Yasawa,Kuata,Namara,Barefoot Manta,KuataGoat,KUA_GOAT_Transect 4,-17.33537481,177.1509809,Deep Lagoon,0.16416138,16.897337,-2.3884435,qoliqoli,Non-Adopter,Non-Adopter,Non-Adopter,None,0,,Deep Lagoon,47926,0.497143713,0.647062056,0,0.757802769,0.854733706,0.695336539,0.575346464,Sediments,Melanesia,non-refugia,0.697049597,1005.858948,0,33,178.8015289,0.014073923,-0.01278,-0.3972,0.18457,-0.55469,0.47781,-0.1116,7.780960981,311.2384392,416,8.85E-13,0.666241398,0.930060827,0.169522915,0.035348172,2024,8.7239704,3.08673,28.311899,28.375799,29.655399,1.05889,114.89727,V9942,-17.3,177.16,11,38,68,16,26,35,58,26,83,36,0,13,0,505,3073,861,808,2438,1581,720,1004,129,0,324,0,128439.2215,1022.51302,5358.466667,6728.134268,4350.923264,2869.418449,1227.375846,25343.28577,23552.07202,0,45.41280889,0,72,91,31,50,74,109,50,142,86,24,77,38,855,3182,1721,1368,2640,2268,920,1887,230,615,1767,488,0,15,50,34,60,0,0,0,0,0,23,0
Yasawa,Kuata,Namara,Barefoot Manta,KuataMPA,KUA_MPA_Transect 1,-17.36183827,177.1359799,Terrestrial Reef Flat,0.22318776,21.863625,4.6390557,qoliqoli,Non-Adopter,Non-Adopter,Non-Adopter,None,0,None,Terrestrial Reef Flat,48009,0.50113315,0.64664078,0,0.856198256,0.723241871,0.667772189,0.565831041,Tourism,Melanesia,non-refugia,0.719159072,1001.772951,0,253,33.34032822,0.007387417,-0.04951,-0.4121,0.1828,-0.49671,-0.54904,-0.10966,4.876677379,195.0670952,129,2.17E-15,0.619521839,0.965642245,0.179342447,0.041748147,2024,8.5515203,3.05423,28.304701,28.3654,29.6367,1.04562,63.649574,V9981,-17.38,177.08,15,21,33,4,13,15,17,13,38,12,0,4,1,190,498,155,364,212,156,260,152,32,0,63,8,5023.158095,3086.041893,136773.1381,606407.34,7227.178042,5416.180072,612119.7692,375954.6337,1275.185145,0,0,1255.398346,138,73,24,101,53,77,101,114,159,14,35,21,1845,3668,1756,2884,2390,1791,2160,1713,420,300,1422,472,0,43,0,64,6,0,0,0,0,0,5,0
Yasawa,Kuata,Namara,Barefoot Manta,KuataMPA,KUA_MPA_Transect 2,-17.36183827,177.1359799,Terrestrial Reef Flat,0.22318776,21.863625,4.6390557,qoliqoli,Non-Adopter,Non-Adopter,Non-Adopter,None,0,None,Terrestrial Reef Flat,48009,0.50113315,0.64664078,0,0.856198256,0.723241871,0.667772189,0.565831041,Tourism,Melanesia,non-refugia,0.719159072,1001.772951,0,253,33.34032822,0.007387417,-0.04951,-0.4121,0.1828,-0.49671,-0.54904,-0.10966,4.674106154,186.9642462,67,3.30E-17,0.64816336,0.786462867,0.123613227,0.021750073,2024,8.5515203,3.05423,28.304701,28.3654,29.6367,1.04562,63.649574,V9981,-17.38,177.08,15,21,33,4,13,15,17,13,38,12,0,4,1,190,498,155,364,212,156,260,152,32,0,63,8,5023.158095,3086.041893,136773.1381,606407.34,7227.178042,5416.180072,612119.7692,375954.6337,1275.185145,0,0,1255.398346,138,73,24,101,53,77,101,114,159,14,35,21,1845,3668,1756,2884,2390,1791,2160,1713,420,300,1422,472,0,43,0,64,6,0,0,0,0,0,5,0
Yasawa,Kuata,Namara,Barefoot Manta,KuataMPA,KUA_MPA_Transect 3,-17.36183827,177.1359799,Terrestrial Reef Flat,0.22318776,21.863625,4.6390557,qoliqoli,Non-Adopter,Non-Adopter,Non-Adopter,None,0,None,Terrestrial Reef Flat,48009,0.50113315,0.64664078,0,0.856198256,0.723241871,0.667772189,0.565831041,Tourism,Melanesia,non-refugia,0.719159072,1001.772951,0,253,33.34032822,0.007387417,-0.04951,-0.4121,0.1828,-0.49671,-0.54904,-0.10966,7.576776533,303.0710613,135,6.38E-15,0.72096285,0.899680745,0.200848763,0.045090101,2024,8.5515203,3.05423,28.304701,28.3654,29.6367,1.04562,63.649574,V9981,-17.38,177.08,15,21,33,4,13,15,17,13,38,12,0,4,1,190,498,155,364,212,156,260,152,32,0,63,8,5023.158095,3086.041893,136773.1381,606407.34,7227.178042,5416.180072,612119.7692,375954.6337,1275.185145,0,0,1255.398346,138,73,24,101,53,77,101,114,159,14,35,21,1845,3668,1756,2884,2390,1791,2160,1713,420,300,1422,472,0,43,0,64,6,0,0,0,0,0,5,0
Yasawa,Kuata,Namara,Barefoot Manta,KuataMPA,KUA_MPA_Transect 4,-17.36183827,177.1359799,Terrestrial Reef Flat,0.22318776,21.863625,4.6390557,qoliqoli,Non-Adopter,Non-Adopter,Non-Adopter,None,0,None,Terrestrial Reef Flat,48009,0.50113315,0.64664078,0,0.856198256,0.723241871,0.667772189,0.565831041,Tourism,Melanesia,non-refugia,0.719159072,1001.772951,0,253,33.34032822,0.007387417,-0.04951,-0.4121,0.1828,-0.49671,-0.54904,-0.10966,7.38720621,295.4882484,101,3.27E-16,0.750397753,0.937015048,0.227721523,0.054813431,2024,8.5515203,3.05423,28.304701,28.3654,29.6367,1.04562,63.649574,V9981,-17.38,177.08,15,21,33,4,13,15,17,13,38,12,0,4,1,190,498,155,364,212,156,260,152,32,0,63,8,5023.158095,3086.041893,136773.1381,606407.34,7227.178042,5416.180072,612119.7692,375954.6337,1275.185145,0,0,1255.398346,138,73,24,101,53,77,101,114,159,14,35,21,1845,3668,1756,2884,2390,1791,2160,1713,420,300,1422,472,0,43,0,64,6,0,0,0,0,0,5,0
Yasawa,Kuata,Namara,Barefoot Manta,KuataMPA,KUA_MPA_Transect 5,-17.36183827,177.1359799,Terrestrial Reef Flat,0.22318776,21.863625,4.6390557,qoliqoli,Non-Adopter,Non-Adopter,Non-Adopter,None,0,None,Terrestrial Reef Flat,48009,0.50113315,0.64664078,0,0.856198256,0.723241871,0.667772189,0.565831041,Tourism,Melanesia,non-refugia,0.719159072,1001.772951,0,253,33.34032822,0.007387417,-0.04951,-0.4121,0.1828,-0.49671,-0.54904,-0.10966,4.63184197,185.2736788,161,1.31E-14,0.757279164,0.913111614,0.217592998,0.050083623,2024,8.5515203,3.05423,28.304701,28.3654,29.6367,1.04562,63.649574,V9981,-17.38,177.08,15,21,33,4,13,15,17,13,38,12,0,4,1,190,498,155,364,212,156,260,152,32,0,63,8,5023.158095,3086.041893,136773.1381,606407.34,7227.178042,5416.180072,612119.7692,375954.6337,1275.185145,0,0,1255.398346,138,73,24,101,53,77,101,114,159,14,35,21,1845,3668,1756,2884,2390,1791,2160,1713,420,300,1422,472,0,43,0,64,6,0,0,0,0,0,5,0
Yasawa,Kuata,Namara,Barefoot Manta,KuataNonMPA,KUA_noMPA_Transect 1,-17.3660347,177.1399643,Terrestrial Reef Flat,0.16416138,16.897337,-2.3884435,qoliqoli,Non-Adopter,Non-Adopter,Non-Adopter,None,0,None,Terrestrial Reef Flat,48009,0.50113315,0.64664078,0,0.856198256,0.723241871,0.667772189,0.565831041,Tourism,Melanesia,non-refugia,0.719159072,1001.772951,0,253,33.34032822,0.007387417,-0.04951,-0.4121,0.1828,-0.49671,-0.54904,-0.10966,1.691622626,67.66490503,57,5.42E-16,0.756300263,0.904957782,0.182407189,0.037539789,2024,8.7239704,3.08673,28.311899,28.375799,29.655399,1.05889,63.649574,V9981,-17.38,177.08,15,21,33,4,13,15,17,13,38,12,0,4,1,190,498,155,364,212,156,260,152,32,0,63,8,5023.158095,3086.041893,136773.1381,606407.34,7227.178042,5416.180072,612119.7692,375954.6337,1275.185145,0,0,1255.398346,138,73,24,101,53,77,101,114,159,14,35,21,1845,3668,1756,2884,2390,1791,2160,1713,420,300,1422,472,0,43,0,64,6,0,0,0,0,0,5,0
Yasawa,Kuata,Namara,Barefoot Manta,KuataNonMPA,KUA_noMPA_Transect 2,-17.3660347,177.1399643,Terrestrial Reef Flat,0.16416138,16.897337,-2.3884435,qoliqoli,Non-Adopter,Non-Adopter,Non-Adopter,None,0,None,Terrestrial Reef Flat,48009,0.50113315,0.64664078,0,0.856198256,0.723241871,0.667772189,0.565831041,Tourism,Melanesia,non-refugia,0.719159072,1001.772951,0,253,33.34032822,0.007387417,-0.04951,-0.4121,0.1828,-0.49671,-0.54904,-0.10966,1.271896398,50.87585594,62,3.34E-17,0.726523285,0.883148693,0.160018086,0.029553907,2024,8.7239704,3.08673,28.311899,28.375799,29.655399,1.05889,63.649574,V9981,-17.38,177.08,15,21,33,4,13,15,17,13,38,12,0,4,1,190,498,155,364,212,156,260,152,32,0,63,8,5023.158095,3086.041893,136773.1381,606407.34,7227.178042,5416.180072,612119.7692,375954.6337,1275.185145,0,0,1255.398346,138,73,24,101,53,77,101,114,159,14,35,21,1845,3668,1756,2884,2390,1791,2160,1713,420,300,1422,472,0,43,0,64,6,0,0,0,0,0,5,0
